Country,ISO3,Indicator,Unit,Source,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Sub-Region,Income Group,Area (KM²),Density (KM²)
Gambia,KFJ,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.538952742502304,1.4145754208398547,-0.8698336637162334,2.153147840983576,2.9940052491493576,1.4385336245800402,0.36840992199795686,0.9948156421649057,-1.368154274397168,2.2233585279940407,1.3264735608498053,1.8368164554235733,-0.7452193375836544,0.1542664056738432,1.9400824433952208,0.6842277273665665,2.4157639800288475,-0.8387673760370811,2.633285630675646,2.490407825055895,-0.7135519214513724,2.586832278188707,-0.8243446946229391,-0.4791528192206296,-1.3230916088356774,1.837749437943832,-0.6999356990983228,-0.6039316152312062,0.2229691497709112,0.527753029625349,-1.3811562368509571,0.3725809185190321,1.279441301907144,-0.18616361260839587,-1.0722187755908612,-1.5336926687089592,0.10154517875083169,0.44277322843430555,0.7532404564859276,-0.046061174763903256,1.2474561310148475,2.25332982300261,-0.3451307423858223,2.2241626939520094,-0.46708870925821144,-0.49887694369502134,0.85466063811463,2.972659646444405,-0.9244303294234189,2.2553331508131107,0.7276491424081515,-1.9778961367716268,2.366473904035643,0.6061731818940377,-0.5916219603792687,0.8865110300304253,-0.967248550375212,2.1032336630853736,2.394219358361137,-0.34915854979758953,1.666291380062368,0.7274699375629674,Sub-Saharan Africa,Lower middle income,15004872.0,112
Indonesia,RAD,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.020856009594482,0.972312281253207,-0.2718208980404855,-1.5546329446817762,2.5686353620138203,2.2727403257802905,-1.3512321725197949,2.5519680793364286,2.2953828105936083,0.944407921863863,-1.2998324302111572,1.2039391190986812,0.056270304727824794,0.5628178918118709,1.676696573220915,0.9842460447092876,1.6623666497522618,2.2291404762691105,-1.1118069825480381,0.8210267473909263,2.900370288721682,2.7567764925898324,-1.2726288457474126,1.1092544043592323,1.2315770543052875,-1.0242684474928687,-1.5438223158814128,1.2774202210160635,0.6777147987492258,0.11234955862710683,0.5058299843955192,2.708464353008539,-0.5752554216664705,2.5989139098343133,1.8070042830525304,0.6788055471387171,0.14182512946787718,0.6731950491997298,2.238872064519927,-0.16633806555097208,-1.2464245818814832,2.597761872036318,2.6136309796228057,1.3239467932147426,0.6374189295451247,-1.7606570110033468,2.64417495159004,2.6600032828784412,-1.2493842861765225,-0.9854149228889446,1.1148403118043078,1.9417037321811907,0.40229764187190575,1.194808353908047,-0.42448700194196043,-0.7523882243441058,1.4587802000125905,1.9627292840480561,2.599424202658019,1.9936866586224924,1.6462321089548366,0.16006406849143406,South Asia,Upper middle income,11834200.0,185
Ireland,YZM,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.5259815827933716,0.328330410018447,-0.8844151440818568,2.439277656737243,2.888289281661738,2.4697545069397453,2.2766448994291597,1.0331091649333968,-0.5487585126229493,2.8554426780182958,-1.0219126715459304,-1.9330467678368488,-1.7741892582551315,1.2685195986137967,-1.279246629974347,2.00885154308609,1.8646621547541788,1.9525849312233676,1.2914522454458006,1.053550337694642,-1.1222052937439542,-0.4845204148703268,0.1244664573163119,-1.6131367328475303,0.4117570733406479,1.9790172561515997,2.8629154439413487,-0.8847706509683548,-1.5104977421163954,-0.35072862452526277,2.960318071532834,-1.9863358804659046,1.7940650054064173,0.0382010992578814,1.8491942016185128,-1.5181197342624375,0.375939667371219,2.1291061536214597,0.9559999074207006,2.5260561259010963,-0.1398489956362048,-1.7700876783269037,-1.0510365395676344,-1.9783412524896868,2.6803108290245845,2.7424727435265037,-1.9642238878942924,-0.3139122077235361,0.43185160175923265,2.7349637346973337,1.0918197542897898,1.866820235091986,-0.24027856768802636,0.4660116225380073,-1.7905888423178462,2.3447746048885207,-1.5598280722117464,1.2957821288968865,-0.42790599319096834,-0.2663623088494438,0.4115281229946408,0.5575202869650244,Middle East & North Africa,Upper middle income,15761026.0,59
Falkland Islands (Malvinas),GEW,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.06430434032783583,-0.29507468377234547,1.3839992312265075,2.3599409345363753,1.6867537232237613,0.2680262246856615,-1.534071935157623,-0.6451518595915433,2.2309463985815245,-0.34745259808417917,-0.3695446606054269,2.0836865375676012,1.702558878406455,-0.7180413771668419,-0.324518458209758,1.6652945846669267,-1.4408160614469017,2.6273979379672445,2.6631951550160444,2.9390787220542203,-1.745848304110298,-0.34693504642221873,-1.1663116187151932,-1.8697395860333654,0.05171595680790242,1.8247037319322548,2.460616609134375,0.8115359161767515,1.1122241746716632,1.0604916915757592,2.9743964317936005,-0.08519129564698913,-1.7763592614332673,-0.9323759851999869,0.16989023924758584,2.96008459013633,-1.1322107589237684,-1.3195339700222597,-0.6157412961481787,-0.6212518761320522,2.6682317822688306,1.4133803923772605,-0.9976303076479676,1.4067738449036082,-1.2583500476897536,1.422756460274634,0.8823647628531006,-0.4128687396310413,2.6786287595561262,-0.33259338070313005,-1.1726100090391427,-1.474264204050225,-0.8294260591630653,0.59832325986158,0.2643516255256957,-1.0597407340300007,0.9600128819996026,-0.496650193208648,2.8068685162950473,2.009728719495259,0.9189283907664114,-1.9905751032909307,Middle East & North Africa,High income,9958911.0,61
Libyan Arab Jamahiriya,LJD,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.22570593176828035,1.6181350783225854,2.713827203462057,2.8026309867477526,-0.32480078464733486,-0.8071097686056814,-1.6055441793579837,0.11240562063057968,2.1214177651565995,1.1886002024729967,1.0119578404110703,-1.3418029380348322,-1.7877157141569398,1.003435820065008,1.0384461634153839,2.5150895677755365,2.9202876151747716,-0.26200292931915437,1.7341604361979117,-0.329469240782027,1.661087210293939,0.35852566644074635,2.6323169704298337,-1.2714256177346992,2.139216612607683,-1.8411978804811973,2.073392886521658,0.9782804865931274,-1.9491675560427613,0.8705159712329706,0.7552744324559333,1.9991891017418202,0.6325505078282769,0.27074647743580327,-0.48056109039144923,0.09407324868089395,-0.37566927296653274,0.023129895111701604,2.3558542081561473,-1.504038214695008,2.0884731124631584,0.3124823455876209,1.5685781470941933,-1.5071103406548951,2.3394655965270097,1.6198855462768167,2.20155693841327,-1.6486981832474084,-0.4374815598259134,1.145643183110841,2.6200619454545233,-1.5326223943312582,1.8858093735799444,-0.791617200644839,-0.49686926355366534,0.25219405788079463,-1.7278805627800375,-0.34437339756645846,2.489061947418377,-0.6937451950101026,-1.7517483655683268,-0.9346136841677297,Latin America & Caribbean,Upper middle income,16494482.0,350
French Guiana,QQK,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.111030203187984,-0.677980312814761,-1.4900116909633403,0.5253030995907952,2.7898075256495254,1.3136290055442572,-1.0370770464750105,-1.7508355002991298,-1.4541401323726815,-0.1372624819571433,1.5447425039613116,1.6098707883993546,-1.053517646072467,2.540676803610755,-1.709082826029355,0.11979058240851614,-1.1303305643130144,1.0720168509413175,0.651148162525923,-0.36709541493695985,0.15330425570805417,2.713659145798296,0.5098004111357342,1.0231208342282807,-1.0355721114835759,-0.6676124946405742,-1.504214842688986,-0.8881017793966355,-0.2557119575278164,2.7910489655762634,1.5934090191030288,0.21001016250886595,1.2469180361287293,-1.3854621205837292,1.0497906015036733,-1.76952312973285,2.675156208316902,0.1622223693129743,0.9378470552393576,-0.7955135863232976,-0.24512423800604966,2.275631730610738,-0.6846284348762937,-1.6055200244478178,0.6747556620199524,1.96252526338805,1.9827470093433517,-0.33062607506721453,2.9389776224483324,1.9953031982116194,0.5591883526093948,0.7555196226789427,-1.3006303922226823,1.162755465630494,0.6669737245765033,0.1974342089021932,-1.0656883760644962,1.0788803322075928,0.011376677880181152,-0.395787652978675,-1.2942599136141153,-0.7348042737159515,Middle East & North Africa,High income,6783647.0,20
Tonga,GSP,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.8305994086487538,1.749886719764965,0.23282406474086415,-1.6562205068667128,-0.12135667140755246,-1.129130900941293,1.376398724082947,1.194906660091256,-0.7558345626485261,-1.9409781862780404,1.875416305107981,-0.6820923968771497,2.534077040349957,1.9856269251476006,0.08233318605051831,-0.12229104285513648,-0.5821869794731525,-0.5428890669354214,0.16273118211950788,0.6993571886040755,1.7165507907653734,-1.5308794270185175,2.809848206891436,-0.4655540629820307,-1.042097307834549,2.3682321459925397,-0.45764762339807863,1.7014104778959478,-1.594312841499684,-1.3646189303514549,2.9449274278078645,-1.8859287430241731,2.4799442336738036,-1.5799779461095236,-0.026887526582682675,-1.6177036053624025,2.546735309543844,0.7787769373595679,2.9677215700077655,-1.2621561237986694,-1.788001581707404,2.040709703407386,-0.15203246864265552,1.8326614903744947,0.006696479366227415,-0.4776450563961081,0.8944866974937842,0.7788604785938316,-0.6551159409836076,2.330789166556335,-0.7045141141598799,-0.06297924422831769,0.09496570086184386,-0.5198235618844249,2.7961883310659106,0.03167053798742181,-1.7411029717647328,2.6385143839087437,-1.0949680767535916,-0.4482347387239347,-0.9345147007777874,0.25123224437525904,North America,High income,5673132.0,296
Bangladesh,MZD,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.272011970551967,-0.2903642951678096,0.4235098626016889,-1.5848081112782895,0.6485442764372817,-1.3098531603919765,0.6287882413958958,1.0475977734932194,1.3089037968922073,-0.7244392237971036,-1.8915580287443587,2.285129283096162,0.5404530410725332,-0.28172973736190743,1.3987420301262237,0.49515974555653397,-0.14538090287901584,2.1590920026950116,1.3481252665467771,2.3951046870427293,1.4653675404280775,2.680542792992963,0.5353926098604478,-0.8721011259600742,1.2869301482117792,0.8855668812497814,-1.5335662278511806,1.6855621299562817,1.6225784424565752,0.37343842931489846,-1.3991833924397987,-0.8391621829400124,-1.5451171287378511,2.170196229659279,1.1851775812449246,0.13252230937792486,-1.9357052977181914,-1.1299901552603786,1.0878997455538149,1.1802625534181779,1.9642043051254534,0.31038241182774673,0.34551333472446766,-0.7021512533323246,-0.9807191422279109,1.5513626542218657,0.18498504426252138,1.0534600073289702,0.02462116026268557,2.7123427340478887,1.926398001454745,-1.3122541287657112,1.9280082486023984,2.0403774710768996,1.9583977922944351,-0.8573242632998688,-1.3680565251997554,2.640966157210907,0.5245016755942098,1.9699126658962318,2.964333276253323,0.71756240893879,East Asia & Pacific,High income,14400821.0,430
Gibraltar,QBB,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.2657446780126649,1.4264292221134278,0.5544903075244818,-1.0052870354757986,1.7161278006693217,2.963415738913163,2.183187602073187,-1.4457741521823901,2.5535536944695822,0.9703100172026806,-1.7951197393102574,2.6390825788446612,0.4165429839969703,-1.4297020537189147,-1.1534903006716721,1.48688818541281,-1.4148970940990546,-1.1522799705826818,-0.12757747700133648,-1.3143050140759598,1.7211124642036215,-1.635627371950655,2.927326590380156,1.3621577431197291,-1.1154856186800037,1.4649944502323282,0.5044102071722669,-0.801063571112338,0.3983946812317427,-1.30086140664102,1.9544236589779311,1.040263255247127,1.8702606010754979,2.652102757979196,-1.6091340978267925,-0.8239573635443114,-0.7859184586862145,-1.595969937837046,-0.49976165481758406,2.2784269361064533,0.9699688836708962,-0.7658856751120751,-0.27560150912776304,2.571359174519544,-0.6555557966702663,0.9835161446492169,0.7536154499185712,-0.18965661313405136,-0.530853234896979,2.057992845453253,-0.2086681703647013,2.10367843728081,-0.7059277662614087,-0.03470214645427294,2.013992808843626,1.2374255067492053,0.7986130357040877,-1.5747555499046566,0.0379484166463353,0.2071877626901033,-0.18782668609805087,-1.964343138320566,North America,High income,13376127.0,106
Paraguay,HHS,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.741154926379128,-0.18962033618843943,-1.3919182847224414,1.733189143928909,1.7914703784890689,-1.2141250357955369,1.5139308249897439,2.7612660796940123,0.06646817846196695,-1.2521000829341964,-1.0277757515078316,-0.020871039104341405,0.13038948511862802,-0.3535130322355944,2.7841407600011774,2.93757821079958,1.3863196646648048,-0.48541577759107035,2.9990893989743252,-1.6694009437242316,0.7563380790844723,-0.7597459080740248,1.0349315449756236,-1.9319871261826713,1.8127773068198745,-0.6270769330807378,0.07109474070791766,0.39821440183193246,-1.3997307281069797,2.0146536092281284,2.755612970176003,-1.442075723545904,1.1907752266786944,-1.729803892068158,2.668153559188225,0.4428856334171116,2.582062205395715,-0.5515835041186112,0.44862654521435585,2.2544471922565883,1.4002328031386697,2.92522851107437,0.7355622746777826,0.1079632287195853,-0.4100196191182619,0.9872278566092705,-0.25324303920532576,-0.11209040573871443,-1.3053945025566747,1.6879215939524879,-1.0263599145591322,0.6597996581435162,1.7610610606618482,2.2490296381396826,0.8180947088223491,-1.0352639695639532,-0.18673160125914334,0.03292900931373932,-0.4114974332258079,-0.0944233059042503,-0.15004818342345616,0.39908147389867565,Latin America & Caribbean,Low income,12598220.0,8
Montenegro,KUQ,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.2612697287925627,-1.5040517668118891,2.95726406142074,-0.28595241154331097,-0.1989079353996135,2.1970540713292905,1.090364093215821,-1.2424775645496755,-0.8175840183801908,0.5540614362060681,-0.8764003429611478,1.576579622451412,-0.6075518195623735,-0.044878994549349294,-1.6248262709212018,-0.3160398363291095,0.1666343958382721,-0.8546936901183209,0.08725777682642955,-0.7204311739028517,-0.9495827012140916,-0.6443735323818212,-1.915009844252241,-1.687925997096436,1.165275240220879,0.6356558098703093,-0.8316323860388157,0.3088902110520211,1.9289422376045628,1.3441924076164438,-1.3997411849955892,2.664237933437308,0.6472479836789029,-1.6000742393830567,2.375878218838044,1.7747207129627847,0.8959566358866855,-0.7133396025949321,0.12406779416004188,1.655548242789819,-1.5247860758031322,2.772748105456458,-1.9508434736217055,-0.44737904817374474,-0.15120632565216385,0.8788012405465251,-1.9727262339545864,0.1344894931974605,-0.26334114339696457,2.9194365502960027,1.698322697811128,0.6739828352616057,-0.3842554912698013,1.7206324598437694,2.1149148075982795,0.4200530127729367,-0.9006677530295102,-1.647114416765914,-1.3932105422226753,-1.0840846326368108,1.459112965632822,-0.87037602415556,Europe & Central Asia,Low income,2838560.0,183
Luxembourg,WDZ,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.0888860218956826,-1.0596271062878952,-1.298172279336106,0.5473128770264903,-1.2156485981664265,-1.1098209919844175,1.9244020294324784,0.5621113734967063,-0.7766465848459463,-1.6304703150239857,0.9852368633628377,2.5791494210949963,-1.933634039839872,-0.8881674630226564,-0.7490081618544036,2.5068858603531528,1.8430094710721012,1.1071077360100174,-1.9521091933050976,-0.2761432140340785,1.068857869609809,1.1461498452794512,-0.9922660838163737,2.7317393368441243,1.257203429008765,-0.5168240555997348,0.7055244248800783,0.8020912566777758,2.7762582579733506,0.05887332115705046,1.8123880754649253,-0.2692594488041693,0.044780673618395106,1.0534724696648357,-1.8253327640142345,0.0668012631063224,-0.10701364844352179,2.4250777658151907,1.0729566120059442,0.38018623044280186,1.566998927602178,-0.5446388375056408,0.8152363895380388,0.9772818842448872,-1.7363772957396422,-0.21593407659477126,2.25830462415398,2.3648063389649137,0.8703158228939825,0.13453564308401855,1.5903643932522336,1.023749741814405,-1.5030024383855316,0.5046831211373832,0.1482178913462171,-1.3701814194930821,0.8206998546899804,-0.2019671224400703,1.8690315220169467,0.6800681072681174,-1.0470508396090716,-0.7184330827232459,East Asia & Pacific,Lower middle income,6961732.0,169
Thailand,MKR,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.9962539712779295,0.44419684963912376,2.5316645233841832,0.4896731498307241,2.0026195169767913,2.465914081621131,1.855936575986469,1.2899842523834257,-0.2530022968703276,-0.6181283348100124,-1.776735704896911,-1.75849078403357,0.3192980538852459,-0.9858046715571298,-0.8410292130647368,-0.4027557275969773,2.2538754683819366,-0.0036398845856737694,0.4578176879664766,2.4651687798594226,2.2799744454107866,-0.5029761876468124,-1.046879272401942,-0.978338689577519,0.2246803759021203,2.239124874661014,1.33928077422788,-0.8422695505065745,-1.4897634078835251,2.9326356591739176,0.6075070302569547,0.7349321805015361,-1.2189182300894696,-1.7867736734893378,0.9241691309665576,1.7018734220599243,-0.5873256799689064,-1.1871442731398545,-0.05159624608970548,0.7088780523963436,0.4098277792697238,2.333694731795835,-1.2916669865560952,2.4520592370907,-1.9167998983039212,0.7016807394997717,1.6989796761150662,-0.8732567392300488,2.287848422385194,-1.3599684960727692,1.9371876276311149,1.8566897510582319,0.8796751070710345,2.3547589499608295,2.58783804911557,-0.6429538407049296,-0.3792763672944144,-1.9557597586070234,0.41444657358259196,-0.6992935974409558,-0.1671536527676487,2.0230473460549456,Middle East & North Africa,High income,4051853.0,485
